SiteAddress,City,County,Legal Description,SquareFeet,Acres,Zoning,ListingPrice,LAT,LONG
237 East Kelly Rd,Unincorporated,Boulder,Lot 8 Tall Timbers,"37,936",0.87,F,"$275,000 ",40.0126,-105.3498
